cycle,applicant,school,complete_month,complete_date,pre-II_reject_month,pre-II_reject_date,interview_received_month,interview_received_date,interview_on_month,interview_on_date,accepted_month,accepted_date,post-II_reject_month,post-II_reject_date
2019,Lucca,Yale,July,7/25/2018,,,September,9/6/2018,December,,,,February,2/28/2019
2019,Lucca,Columbia,July,,February,2/22/2019,,,,,,,,
2019,Lucca,Duke,July,,October,10/24/2018,,,,,,,,
2019,Lucca,Harvard,August,,October,10/17/2018,,,,,,,,
2019,Lucca,Johns Hopkins,July,,September,9/26/2018,,,,,,,,
2019,Lucca,UC San Francisco,July,,January,1/10/2019,,,,,,,,
2019,Lucca,Weill Cornell Tri-I,July,,August,8/29/2018,,,,,,,,
2019,Lucca,UC Los Angeles,July,,October,10/17/2018,,,,,,,,
2019,psyduck1720,Baylor,July,7/8/2018,,,September,9/7/2018,,,,,,
2019,psyduck1720,University of Alabama,August,8/1/2018,,,August,8/21/2018,November,,December,12/12/2018,,
2019,psyduck1720,University of Cincinnati,July,7/8/2018,,,August,8/24/2018,October,,November,11/13/2018,,
2019,psyduck1720,University of Wisconsin,July,7/19/2018,,,August,8/30/2018,,,,,,
2019,psyduck1720,WashU in St. Louis,July,7/8/2018,,,August,8/17/2018,December,,January,1/12/2019,,
2019,faerie62,Baylor,July,7/6/2018,,,September,9/7/2018,,,,,,
2019,faerie62,Medical College of Wisconsin,August,8/17/2018,,,August,8/27/2018,,,,,,
2019,faerie62,Stony Brook,July,7/9/2018,,,August,8/23/2018,,,,,,
2019,faerie62,University of Cincinnati,July,,,,August,8/24/2018,,,,,,
2019,faerie62,University of Iowa,July,7/19/2018,,,August,8/15/2018,,,,,,
2019,faerie62,University of Michigan,July,,,,September,9/6/2018,,,,,,
2019,faerie62,University of Rochester,July,7/17/2018,,,August,8/27/2018,,,,,,
2019,faerie62,UT San Antonio,August,,,,August,8/27/2018,,,,,,
2019,theredspecial,Baylor,September,9/6/2018,,,October,10/2/2018,,,,,,
2019,theredspecial,University of Illinois,September,9/15/2018,,,November,11/21/2018,,,,,,
2019,theredspecial,University of Kentucky,September,9/20/2018,,,September,9/25/2018,,,,,,
2019,theredspecial,UT Houston,September,,,,December,,January,,February,2/4/2019,,
2019,theredspecial,Stanford,October,10/4/2018,October,10/6/2018,,,,,,,,
2019,theredspecial,UC Los Angeles,September,9/14/2018,November,11/19/2018,,,,,,,,
2019,theredspecial,UC San Diego,September,9/8/2018,November,11/30/2018,,,,,,,,
2019,theredspecial,University of North Carolina,September,9/4/2018,January,1/2/2019,,,,,,,,
2019,theredspecial,University of Wisconsin,September,9/5/2018,December,12/15/2018,,,,,,,,
2019,theredspecial,Vanderbilt,September,9/6/2018,October,,,,,,,,,
2019,theredspecial,WashU in St. Louis,September,9/8/2018,October,10/17/2018,,,,,,,,
2019,theredspecial,Weill Cornell Tri-I,September,9/21/2018,October,10/16/2018,,,,,,,,
2019,Clementine1863,Baylor,August,8/29/2018,,,October,10/2/2018,,,,,,
2019,Clementine1863,Medical University of South Carolina,July,7/21/2018,,,July,7/27/2018,,,,,,
2019,Clementine1863,Ohio State University,August,8/5/2018,,,September,9/17/2018,,,,,,
2019,Clementine1863,UC San Diego,July,7/26/2018,,,September,9/24/2018,,,,,,
2019,Clementine1863,West Virginia University,July,7/18/2018,,,August,8/13/2018,,,,,,
2019,Clementine1863,Johns Hopkins,July,7/31/2018,September,9/26/2018,,,,,,,,
2019,Clementine1863,New York University,August,8/16/2018,August,8/31/2018,,,,,,,,
2019,Clementine1863,Weill Cornell Tri-I,August,8/8/2018,September,9/13/2018,,,,,,,,
2019,typatt50,Baylor,August,8/5/2018,,,November,11/15/2018,,,,,,
2019,typatt50,University at Buffalo,September,9/24/2018,,,September,9/28/2018,,,,,,
2019,typatt50,University of Alabama,August,8/10/2018,,,August,8/24/2018,,,,,,
2019,typatt50,University of Minnesota,July,7/25/2018,,,November,11/8/2018,,,,,,
2019,LateApplicant2018,Baylor,October,10/17/2018,,,November,11/15/2018,,,,,,
2019,LateApplicant2018,Columbia,October,10/09/2018,,,December,12/03/2018,,,,,,
2019,LateApplicant2018,UC Los Angeles,October,10/21/2018,,,November,11/06/2018,,,,,,
2019,LateApplicant2018,UC San Francisco,November,11/30/2018,,,December,12/21/2018,January,,,,February,2/27/2019
2019,LateApplicant2018,Indiana University,September,9/30/2018,November,11/15/2018,,,,,,,,
2019,LateApplicant2018,Stanford,October,10/13/2018,October,10/15/2018,,,,,,,,
2019,LateApplicant2018,UC San Diego,October,10/18/2018,December,12/13/2018,,,,,,,,
2019,LateApplicant2018,Perelman School of Medicine,October,10/15/2018,February,2/11/2019,,,,,,,,
2019,LateApplicant2018,University of Pittsburgh,October,10/11/2018,November,11/15/2018,,,,,,,,
2019,LateApplicant2018,USC-Caltech,October,10/16/2018,November,11/1/2018,,,,,,,,
2019,LateApplicant2018,University of Washington,December,,December,,,,,,,,,
2019,MehKMeh,Boston University,July,07/09/2018,,,September,09/06/2018,,,,,,
2019,MehKMeh,Johns Hopkins,August,8/06/2018,,,September,09/05/2018,,,,,,
2019,MehKMeh,Indiana University,July,07/03/2018,,,September,09/18/2018,,,,,,
2019,MehKMeh,Northwestern,July,7/25/2018,,,August,8/14/2018,,,,,,
2019,MehKMeh,Tufts,July,07/04/2018,,,December,12/17/2018,,,,,,
2019,MehKMeh,University of Florida,July,7/18/2018,,,July,7/24/2018,,,,,,
2019,MehKMeh,WashU in St. Louis,July,07/07/2018,,,November,11/20/2018,December,12/15/2018,,,February,2/12/2019
2019,MehKMeh,Yale,July,07/29/2018,,,September,09/06/2018,,,,,,
2019,MehKMeh,Columbia,July,7/5/2018,February,2/22/2019,,,,,,,,
2019,MehKMeh,Drexel,July,7/8/2018,December,12/7/2018,,,,,,,,
2019,MehKMeh,Duke,July,7/17/2018,January,1/14/2019,,,,,,,,
2019,MehKMeh,Albert Einstein,July,7/6/2018,September,9/12/2018,,,,,,,,
2019,MehKMeh,New York University,July,7/7/2018,November,11/15/2018,,,,,,,,
2019,MehKMeh,Stanford,August,8/8/2018,October,10/15/2018,,,,,,,,
2019,MehKMeh,UC Los Angeles,August,8/7/2018,November,11/20/2018,,,,,,,,
2019,MehKMeh,UC San Francisco,July,7/15/2018,January,1/10/2019,,,,,,,,
2019,MehKMeh,University of Chicago,July,7/8/2018,February,2/12/2019,,,,,,,,
2019,MehKMeh,University of Michigan,July,7/30/2018,November,11/8/2018,,,,,,,,
2019,MehKMeh,University of North Carolina,July,7/11/2018,January,1/2/2019,,,,,,,,
2019,MehKMeh,Perelman School of Medicine,July,7/5/2018,February,2/11/2019,,,,,,,,
2019,MehKMeh,University of Pittsburgh,July,7/7/2018,September,9/14/2018,,,,,,,,
2019,MehKMeh,University of Washington,July,7/30/2018,August,8/9/2018,,,,,,,,
2019,MehKMeh,Vanderbilt,July,7/12/2018,February,2/5/2019,,,,,,,,
2019,ClinicianScientist,Boston University,July,07/18/2018,,,September,09/06/2018,,,,,,
2019,ClinicianScientist,Emory,July,7/22/2018,,,September,9/20/2018,,,,,,
2019,ClinicianScientist,Mayo Clinic,August,,,,November,11/20/2018,,,,,,
2019,ClinicianScientist,Northwestern,August,,,,December,12/21/2018,,,,,,
2019,ClinicianScientist,Perelman School of Medicine,July,7/5/2018,,,September,9/5/2018,December,,March,3/6/2019,,
2019,ClinicianScientist,University of Maryland,July,,,,November,11/12/2018,,,,,,
2019,ClinicianScientist,UT San Antonio,September,,,,November,11/6/2018,,,,,,
2019,ClinicianScientist,Vanderbilt,September,,,,December,,,,,,,
2019,ClinicianScientist,Weill Cornell Tri-I,July,7/18/2018,,,September,9/12/2018,November,,December,12/10/2018,,
2019,ClinicianScientist,Columbia,July,,February,2/22/2019,,,,,,,,
2019,binuclearcopper,Case Western,July,7/25/2018,,,August,8/17/2018,,,,,,
2019,binuclearcopper,Icahn at Mt. Sinai,July,7/21/2018,,,September,9/5/2018,,,,,,
2019,binuclearcopper,Medical University of South Carolina,August,8/20/2018,,,September,9/10/2018,November,,December,12/2/2018,,
2019,binuclearcopper,Thomas Jefferson,July,7/10/2018,,,July,7/17/2018,,,,,,
2019,binuclearcopper,Stony Brook,August,8/13/2018,,,September,9/4/2018,,,,,,
2019,binuclearcopper,UC Irvine,July,,,,September,9/11/2018,October,,November,11/15/2018,,
2019,binuclearcopper,USC-Caltech,July,7/19/2018,,,August,8/13/2018,,,,,,
2019,binuclearcopper,UC San Diego,,,,,,,January,,February,2/9/2019,,
2019,binuclearcopper,UC San Francisco,July,7/18/2018,September,9/6/2018,,,,,,,,
2019,binuclearcopper,Weill Cornell Tri-I,July,7/13/2018,August,8/22/2018,,,,,,,,
2019,binuclearcopper,University of Washington,July,,August,8/3/2018,,,,,,,,
2019,ugh1234,Case Western,July,7/31/2018,,,August,8/17/2018,,,,,,
2019,ugh1234,West Virginia University,July,7/23/2018,,,August,8/13/2018,,,,,,
2019,legato123,Case Western,July,7/19/2018,,,August,8/17/2018,,,,,,
2019,legato123,Northwestern,July,7/30/2018,,,August,8/14/2018,,,,,,
2019,legato123,University of Alabama,July,7/30/2018,,,August,8/21/2018,,,,,,
2019,legato123,University of Massachusetts,July,7/18/2018,,,August,8/17/2018,,,,,,
2019,legato123,University of Michigan,July,7/2/2018,,,August,8/23/2018,,,,,,
2019,legato123,University of Wisconsin,July,7/10/2018,,,August,8/30/2018,,,,,,
2019,legato123,Vanderbilt,July,7/22/2018,,,August,8/28/2018,,,,,,
2019,Celme123,Case Western,July,7/14/2018,,,August,8/17/2018,,,,,,
2019,Celme123,Emory,August,8/6/2018,,,September,9/20/2018,,,,,,
2019,Celme123,Icahn at Mt. Sinai,July,7/12/2018,,,September,9/24/2018,,,,,,
2019,Celme123,Northwestern,July,7/30/2018,,,September,9/11/2018,,,,,,
2019,Celme123,University of Maryland,August,,,,October,10/7/2018,,,,,,
2019,Celme123,University of Wisconsin,July,7/19/2018,,,August,8/30/2018,,,,,,
2019,Celme123,Vanderbilt,July,7/20/2018,,,September,9/11/2018,,,,,,
2019,Celme123,WashU in St. Louis,July,7/6/2018,,,August,8/15/2018,,,,,,
2019,Celme123,Harvard,August,,December,12/6/2018,,,,,,,,
2019,Celme123,Johns Hopkins,August,,September,9/26/2018,,,,,,,,
2019,Celme123,New York University,July,7/20/2018,August,8/30/2018,,,,,,,,
2019,Celme123,Stanford,August,8/23/2018,August,8/26/2018,,,,,,,,
2019,Celme123,UC San Diego,August,,November,11/30/2018,,,,,,,,
2019,Celme123,University of Michigan,July,7/10/2018,November,11/8/2018,,,,,,,,
2019,Celme123,University of Virginia,August,,December,12/6/2018,,,,,,,,
2019,Celme123,Weill Cornell Tri-I,July,7/9/2018,August,8/22/2018,,,,,,,,
2019,Celme123,Yale,August,8/13/2018,October,10/1/2018,,,,,,,,
2019,cavesnakess,Case Western,August,8/26/2018,,,February,2/10/2019,,,,,,
2019,cavesnakess,Icahn at Mt. Sinai,October,10/8/2018,,,October,10/17/2018,,,,,,
2019,cavesnakess,UC Irvine,September,9/9/2018,,,January,1/22/2019,,,,,,
2019,cavesnakess,UT Southwestern,October,10/8/2018,,,October,10/10/2018,,,,,,
2019,cavesnakess,University of Virginia,December,12/15/2018,,,February,2/11/2019,,,,,,
2019,pyrrhic,Case Western,December,12/1/2018,,,January,1/4/2019,,,,,,
2019,pyrrhic,Duke,November,11/14/2018,,,November,11/27/2018,,,,,,
2019,pyrrhic,Georgetown,November,11/28/2018,,,December,12/17/2018,,,,,,
2019,pyrrhic,Indiana University,November,11/29/2018,,,December,12/4/2018,,,,,,
2019,pyrrhic,Medical University of South Carolina,November,11/28/2018,,,December,12/3/2018,,,,,,
2019,pyrrhic,Northwestern,November,11/29/2018,,,December,12/18/2018,,,,,,
2019,pyrrhic,Pennsylvania State University,November,11/13/2018,,,November,11/16/2018,,,,,,
2019,pyrrhic,Thomas Jefferson,November,11/1/2018,,,November,11/16/2018,,,,,,
2019,pyrrhic,University at Buffalo,November,11/28/2018,,,January,1/10/2019,,,,,,
2019,pyrrhic,University of Maryland,November,11/13/2018,,,December,12/4/2018,,,,,,
2019,pyrrhic,University of North Carolina,November,11/15/2018,,,December,12/5/2018,,,,,,
2019,pyrrhic,University of Rochester,November,11/10/2018,,,December,12/13/2018,,,,,,
2019,pyrrhic,Virginia Commonwealth,December,12/6/2018,,,December,12/17/2018,,,,,,
2019,pyrrhic,Yale,November,11/15/2018,,,December,12/10/2018,,,,,,
2019,looptheloop,Columbia,July,7/20/2018,,,September,9/6/2018,October,,February,2/22/2019,,
2019,looptheloop,Duke,August,,,,October,10/2/2018,,,,,,
2019,looptheloop,Medical College of Georgia,July,7/23/2018,,,August,8/31/2018,,,,,,
2019,looptheloop,New York University,July,7/20/2018,,,August,8/8/2018,October,,January,1/8/2019,,
2019,looptheloop,Northwestern,July,7/30/2018,,,August,8/14/2018,,,,,,
2019,looptheloop,Perelman School of Medicine,July,7/20/2018,,,September,9/5/2018,November,,March,3/6/2019,,
2019,looptheloop,Stanford,August,8/19/2018,,,September,9/28/2018,,,,,,
2019,looptheloop,UC San Francisco,July,7/20/2018,,,September,9/14/2018,October,,,,February,2/27/2019
2019,looptheloop,University of Chicago,July,7/20/2018,,,August,8/21/2018,,,,,,
2019,looptheloop,University of Colorado,August,,,,October,10/1/2018,,,,,,
2019,looptheloop,University of North Carolina,August,,,,November,11/13/2018,January,,February,2/19/2019,,
2019,looptheloop,University of Washington,August,8/13/2018,,,August,8/20/2018,January,,January,1/14/2019,,
2019,looptheloop,Yale,August,8/3/2018,,,September,9/6/2018,,,,,,
2019,looptheloop,Albert Einstein,,,,,,,October,,December,12/10/2018,,
2019,looptheloop,Emory,August,,February,2/20/2019,,,,,,,,
2019,looptheloop,Harvard,August,,March,3/1/2019,,,,,,,,
2019,looptheloop,Johns Hopkins,August,,September,9/26/2018,,,,,,,,
2019,looptheloop,University of Michigan,July,,January,1/7/2019,,,,,,,,
2019,looptheloop,USC-Caltech,July,,September,9/17/2018,,,,,,,,
2019,looptheloop,Weill Cornell Tri-I,July,7/20/2018,August,8/22/2018,,,,,,,,
2019,TheJooce,Columbia,August,8/2/2018,,,October,10/9/2018,November,,February,2/22/2019,,
2019,TheJooce,Duke,August,8/12/2018,,,September,9/12/2018,November,,,,February,2/25/2019
2019,TheJooce,Emory,August,8/10/2018,,,November,11/2/2018,November,,December,12/16/2018,,
2019,TheJooce,Harvard,August,8/24/2018,,,September,9/24/2018,November,,,,March,3/1/2019
2019,TheJooce,Icahn at Mt. Sinai,July,7/31/2018,,,September,9/24/2018,,,,,,
2019,TheJooce,UC San Diego,July,7/16/2018,,,July,7/24/2018,January,,February,,,
2019,TheJooce,University of Chicago,August,8/8/2018,,,September,9/11/2018,,,,,,
2019,TheJooce,UT San Antonio,September,9/7/2018,,,September,9/19/2018,,,,,,
2019,TheJooce,USC-Caltech,July,7/25/2018,,,August,8/14/2018,,,,,,
2019,TheJooce,University of Wisconsin,August,8/6/2018,,,September,9/24/2018,November,,December,12/20/2018,,
2019,TheJooce,Vanderbilt,August,8/3/2018,,,October,10/8/2018,,,,,,
2019,TheJooce,WashU in St. Louis,July,7/24/2018,,,September,9/17/2018,January,,February,2/7/2019,,
2019,TheJooce,Yale,August,8/12/2018,,,October,10/1/2018,,,,,,
2019,TheJooce,Johns Hopkins,August,8/21/2018,September,9/26/2018,,,,,,,,
2019,TheJooce,New York University,August,8/4/2018,November,11/15/2018,,,,,,,,
2019,TheJooce,Stanford,August,8/7/2018,October,10/24/2018,,,,,,,,
2019,TheJooce,UC Los Angeles,August,8/10/2018,November,11/19/2018,,,,,,,,
2019,TheJooce,UC San Francisco,July,7/27/2018,October,10/15/2018,,,,,,,,
2019,TheJooce,Weill Cornell Tri-I,August,8/19/2018,September,9/28/2018,,,,,,,,
2019,Tothepub,Columbia,August,8/1/2018,,,October,10/10/2018,October,,February,2/22/2019,,
2019,Tothepub,University of Colorado,August,8/6/2018,,,October,10/12/2018,December,,February,2/1/2019,,
2019,Tothepub,University of Michigan,August,8/6/2018,,,October,10/8/2018,December,12/4/2018,January,1/11/2019,,
2019,Tothepub,University of Washington,August,8/2/2018,,,August,8/20/2018,February,,February,2/18/2019,,
2019,Tothepub,Yale,July,7/31/2018,,,September,9/14/2018,October,,February,2/28/2019,,
2019,Tothepub,New York University,August,8/2/2018,November,11/15/2018,,,,,,,,
2019,Tothepub,Stanford,August,8/2/2018,December,12/13/2018,,,,,,,,
2019,Tothepub,UC Los Angeles,August,8/13/2018,October,10/25/2018,,,,,,,,
2019,Tothepub,UC San Diego,September,9/5/2018,December,12/13/2018,,,,,,,,
2019,Tothepub,Perelman School of Medicine,August,8/6/2018,February,2/11/2019,,,,,,,,
2019,Tothepub,WashU in St. Louis,October,10/3/2018,December,12/7/2018,,,,,,,,
2019,lilymatisse,Creighton,August,8/23/2018,,,October,10/17/2018,,,,,,
2019,lilymatisse,Louisiana State University,September,9/17/2018,,,September,9/17/2018,,,,,,
2019,lilymatisse,Saint Louis University,August,8/11/2018,,,October,10/22/2018,,,,,,
2019,lilymatisse,University of Miami,August,8/21/2018,,,September,9/24/2018,,,,,,
2019,lilymatisse,UT San Antonio,September,,,,October,10/29/2018,,,,,,
2019,lilymatisse,Case Western,August,8/9/2018,August,8/23/2018,,,,,,,,
2019,lilymatisse,Vanderbilt,August,8/21/2018,October,10/25/2018,,,,,,,,
2019,ClimbsRox,Duke,July,7/15/2018,,,August,8/10/2018,,,,,,
2019,ClimbsRox,Harvard,July,,,,September,9/25/2018,November,,,,March,3/1/2019
2019,ClimbsRox,Johns Hopkins,July,,,,September,9/5/2018,,,,,,
2019,ClimbsRox,Perelman School of Medicine,July,,,,September,9/5/2018,,,,,,
2019,ClimbsRox,Stanford,July,,,,September,9/17/2018,,,,,,
2019,ClimbsRox,UC Los Angeles,July,,,,September,09/12/2018,,,,,,
2019,ClimbsRox,UC San Diego,July,,,,November,11/30/2018,January,,February,2/11/2019,,
2019,ClimbsRox,UT San Antonio,June,6/29/2018,,,July,7/24/2018,September,,October,10/22/2018,,
2019,ClimbsRox,USC-Caltech,July,7/10/2018,,,August,8/13/2018,,,,,,
2019,ClimbsRox,University of Washington,July,7/25/2018,,,August,8/6/2018,,,,,,
2019,ClimbsRox,Vanderbilt,July,7/15/2018,,,August,08/28/2018,October,,December,12/7/2018,,
2019,ClimbsRox,WashU in St. Louis,July,,,,November,11/26/2018,,,,,,
2019,ClimbsRox,Weill Cornell Tri-I,July,7/11/2018,,,August,8/22/2018,November,,December,12/10/2018,,
2019,lifeofmedicine,Duke,July,7/25/2018,,,September,9/7/2018,,,,,,
2019,lifeofmedicine,Stony Brook,July,7/3/2018,,,August,8/13/2018,,,,,,
2019,bork,Duke,August,8/14/2018,,,October,10/31/2018,,,,,,
2019,bork,Harvard,September,9/7/2018,,,September,9/26/2018,,,,,,
2019,bork,Johns Hopkins,August,8/24/2018,,,September,9/14/2018,October,,January,1/22/2019,,
2019,bork,Perelman School of Medicine,September,9/17/2018,,,October,10/11/2018,,,,,,
2019,bork,UC Los Angeles,August,8/24/2018,,,November,11/6/2018,,,,,,
2019,bork,UC San Francisco,August,8/31/2018,,,November,11/15/2018,,,,,,
2019,bork,Yale,September,9/7/2018,,,October,10/24/2018,,,,,,
2019,bork,New York University,August,8/8/2018,September,9/10/2018,,,,,,,,
2019,bork,Weill Cornell Tri-I,July,7/30/2018,September,9/13/2018,,,,,,,,
2019,levodopa24,Drexel,August,8/21/2018,,,September,9/26/2018,,,,,,
2019,levodopa24,University at Buffalo,August,8/21/2018,,,October,10/31/2018,,,,,,
2019,levodopa24,University of Alabama,August,8/27/2018,,,October,10/22/2018,,,,,,
2019,levodopa24,University of Maryland,August,8/30/2018,,,October,10/09/2018,,,,,,
2019,levodopa24,Case Western,August,8/21/2018,October,10/10/2018,,,,,,,,
2019,levodopa24,Medical University of South Carolina,August,8/21/2018,September,9/10/2018,,,,,,,,
2019,levodopa24,New York University,August,8/21/2018,September,9/4/2018,,,,,,,,
2019,levodopa24,Tulane,August,8/21/2018,October,10/18/2018,,,,,,,,
2019,levodopa24,WashU in St. Louis,August,8/21/2018,August,8/30/2018,,,,,,,,
2019,levodopa24,University of Colorado,August,8/1/2018,August,8/1/2018,,,,,,,,
2019,levodopa24,UC San Francisco,August,8/1/2018,August,8/1/2018,,,,,,,,
2019,Thoroughbred_Med,Drexel,August,8/20/2018,,,September,9/28/2018,,,,,,
2019,Thoroughbred_Med,University of Illinois,August,8/1/2018,,,September,9/26/2018,,,,,,
2019,Thoroughbred_Med,University of Kentucky,September,9/6/2018,,,September,9/19/2018,,,,,,
2019,Thoroughbred_Med,University of Nebraska,August,8/1/2018,,,September,9/12/2018,,,,,,
2019,Thoroughbred_Med,UT Medical Branch,August,8/1/2018,,,September,9/27/2018,,,,,,
2019,Thoroughbred_Med,UT San Antonio,August,8/1/2018,,,September,9/19/2018,,,,,,
2019,Thoroughbred_Med,Virginia Commonwealth,August,8/1/2018,,,September,9/10/2018,,,,,,
2019,Thoroughbred_Med,Wayne State University,August,8/1/2018,,,September,9/12/2018,,,,,,
2019,Thoroughbred_Med,Indiana University,August,8/1/2018,September,9/14/2018,,,,,,,,
2019,Thoroughbred_Med,Thomas Jefferson,August,8/1/2018,August,8/9/2018,,,,,,,,
2019,Thoroughbred_Med,USC-Caltech,August,8/2/2018,August,8/28/2018,,,,,,,,
2019,Thoroughbred_Med,University of Wisconsin,August,8/1/2018,September,9/24/2018,,,,,,,,
2019,Thoroughbred_Med,WashU in St. Louis,August,8/3/2018,August,8/29/2018,,,,,,,,
2019,klucket2,Georgetown,July,7/26/2018,,,January,1/8/2019,,,,,,
2019,klucket2,Thomas Jefferson,September,9/5/2018,,,November,11/21/2018,,,,,,
2019,klucket2,Stony Brook,July,7/7/2018,,,August,8/13/2018,November,,December,12/4/2018,,
2019,klucket2,Temple University,September,9/3/2018,,,November,11/12/2018,,,,,,
2019,klucket2,Weill Cornell Tri-I,July,7/18/2018,,,August,8/22/2018,November,,May,5/8/2019,,
2019,klucket2,Boston University,August,8/13/2018,October,10/11/2018,,,,,,,,
2019,klucket2,University of Michigan,July,7/10/2018,October,10/12/2018,,,,,,,,
2019,klucket2,University of Pittsburgh,July,7/24/2018,September,9/14/2018,,,,,,,,
2019,tumblebias,Harvard,September,9/7/2018,,,October,10/17/2018,,,,,,
2019,tumblebias,New York University,September,9/24/2018,,,October,10/03/2018,,,,,,
2019,tumblebias,Northwestern,September,9/19/2018,,,October,10/26/2018,,,,,,
2019,tumblebias,Perelman School of Medicine,September,9/08/2018,,,October,10/01/2018,,,,,,
2019,tumblebias,University of Chicago,September,9/11/2018,,,October,10/09/2018,,,,,,
2019,tumblebias,Weill Cornell Tri-I,September,9/25/2018,,,September,9/26/2018,,,,,,
2019,inode,Icahn at Mt. Sinai,August,8/28/2018,,,September,9/5/2018,,,,,,
2019,inode,New York University,September,9/5/2018,,,September,9/21/2018,,,,,,
2019,inode,UC Los Angeles,August,8/31/2018,,,September,9/21/2018,,,,,,
2019,inode,Weill Cornell Tri-I,August,8/31/2018,,,September,9/28/2018,,,,,,
2019,makemeadoctordoctordoctor,Icahn at Mt. Sinai,July,7/15/2018,,,September,9/27/2018,,,,,,
2019,makemeadoctordoctordoctor,Rutgers,October,10/16/2018,,,October,10/16/2018,,,,,,
2019,makemeadoctordoctordoctor,Stony Brook,July,7/12/2018,,,August,8/13/2018,,,,,,
2019,makemeadoctordoctordoctor,SUNY Upstate,July,7/31/2018,,,August,8/9/2018,November,,December,12/7/2018,,
2019,makemeadoctordoctordoctor,Tulane,July,7/26/2018,,,September,9/10/2018,,,,,,
2019,makemeadoctordoctordoctor,University of Miami,August,,,,November,11/11/2018,,,,,,
2019,makemeadoctordoctordoctor,Zucker at Hofstra/Northwell,July,7/12/2018,,,August,8/8/2018,December,,January,1/16/2019,,
2019,44sigma,Johns Hopkins,August,8/17/2018,,,September,9/14/2018,October,10/4/2018,,,February,2/22/2019
2019,44sigma,Indiana University,August,8/7/2018,,,September,9/18/2018,,,,,,
2019,44sigma,Perelman School of Medicine,August,8/13/2018,,,September,9/4/2018,,,,,,
2019,44sigma,UC Los Angeles,August,8/18/2018,,,November,11/2/2018,November,,February,2/22/2019,,
2019,44sigma,University of Iowa,August,8/13/2018,,,October,10/22/2018,December,12/9/2018,,,January,1/9/2019
2019,44sigma,University of Minnesota,August,8/31/2018,,,November,11/27/2018,,,,,,
2019,44sigma,University of Pittsburgh,August,8/11/2018,,,September,9/7/2018,,,,,,
2019,44sigma,University of Washington,August,8/23/2018,,,August,8/30/2018,,,,,,
2019,44sigma,Vanderbilt,August,8/15/2018,,,October,10/9/2018,December,,February,2/15/2019,,
2019,44sigma,WashU in St. Louis,August,8/13/2018,,,November,11/20/2018,January,,February,2/7/2019,,
2019,44sigma,Yale,,,,,,,November,,February,2/28/2019,,
2019,44sigma,Emory,August,8/16/2018,February,2/20/2019,,,,,,,,
2019,44sigma,Stanford,August,8/10/2018,October,10/6/2018,,,,,,,,
2019,44sigma,University of Michigan,August,8/9/2018,November,11/8/2018,,,,,,,,
2019,44sigma,University of North Carolina,August,8/14/2018,January,1/2/2019,,,,,,,,
2019,44sigma,University of Wisconsin,August,8/14/2018,December,12/17/2018,,,,,,,,
2019,Housekeeping_Gene,Indiana University,July,7/13/2018,,,August,8/14/2018,,,,,,
2019,Housekeeping_Gene,Loyola University,July,7/13/2018,,,September,9/22/2018,,,,,,
2019,Housekeeping_Gene,Ohio State University,July,7/30/2018,,,November,11/12/2018,January,,March,3/6/2019,,
2019,Housekeeping_Gene,University of Cincinnati,August,8/15/2018,,,September,9/11/2018,October,,November,11/26/2018,,
2019,Housekeeping_Gene,Boston University,July,7/27/2018,October,10/11/2018,,,,,,,,
2019,Housekeeping_Gene,UC Los Angeles,August,8/9/2018,October,10/12/2018,,,,,,,,
2019,Housekeeping_Gene,UC San Diego,August,8/2/2018,November,11/30/2018,,,,,,,,
2019,Housekeeping_Gene,UT San Antonio,November,,December,12/19/2018,,,,,,,,
2019,shmoopdippydoop,Mayo Clinic,July,7/19/2018,,,November,11/9/2018,,,,,,
2019,shmoopdippydoop,UC Los Angeles,August,8/12/2018,,,November,11/14/2018,,,,,,
2019,shmoopdippydoop,University of Maryland,July,7/27/2018,,,November,11/1/2018,,,,,,
2019,shmoopdippydoop,Boston University,July,7/17/2018,October,10/11/2018,,,,,,,,
2019,shmoopdippydoop,University of Pittsburgh,July,7/11/2018,November,11/15/2018,,,,,,,,
2019,daisymae4,Medical College of Georgia,July,7/27/2018,,,August,8/31/2018,December,,January,1/22/2019,,
2019,daisymae4,Pennsylvania State University,August,8/10/2018,,,August,8/21/2018,,,,,,
2019,daisymae4,University of Alabama,August,8/2/2018,,,August,8/21/2018,October,,February,2/11/2019,,
2019,daisymae4,University of Cincinnati,July,7/27/2018,,,September,9/4/2018,November,,December,12/11/2018,,
2019,daisymae4,University of Maryland,August,8/1/2018,,,September,9/25/2018,,,,,,
2019,daisymae4,University of Miami,August,8/7/2018,,,September,9/18/2018,,,,,,
2019,daisymae4,Vanderbilt,July,7/27/2018,,,September,9/21/2018,,,,,,
2019,daisymae4,Virginia Commonwealth,July,7/27/2018,,,September,9/10/2018,December,,February,2/1/2019,,
2019,Thoroughbred_med,Medical College of Wisconsin,August,8/5/2018,,,November,11/12/2018,,,,,,
2019,Thoroughbred_med,University at Buffalo,August,8/5/2018,,,November,11/29/2018,,,,,,
2019,Thoroughbred_med,University of Miami,August,8/5/2018,,,January,1/21/2019,January,,May,5/7/2019,,
2019,Thoroughbred_med,Virginia Commonwealth,,,,,,,December,,April,4/30/2019,,
2019,Thoroughbred_med,Case Western,August,8/5/2018,February,2/26/2019,,,,,,,,
